g6,edges,alpha,theta,gap,ratio,theta_ub,status
L?AAD?Ws@gCoTO,19,5,5.7748885400,0.7748885400,1.1549777080,5.86758432,Solved
L?AA@AW[DcXGas,22,5,5.7748885399,0.7748885399,1.1549777080,5.87678481,Solved
L?AA@AWs@gDoaa,20,5,5.7748885397,0.7748885397,1.1549777079,5.87610503,Solved
L?AAD?oDFOJGQ[,21,5,5.7748885394,0.7748885394,1.1549777079,5.87762359,Solved
L?AA@AOq?sDoZG,20,5,5.7748885393,0.7748885393,1.1549777079,5.87145092,Solved
L?AA@AOFFOEoZG,21,5,5.7748885393,0.7748885393,1.1549777079,5.84739012,Solved
L?AAD?Ws@gHgHK,20,5,5.7748885392,0.7748885392,1.1549777078,5.86274136,Solved
L?AA@BOi?wDoTC,20,5,5.7748885391,0.7748885391,1.1549777078,5.86998055,Solved
L?AADAoYAWBGCu,21,5,5.7748885390,0.7748885390,1.1549777078,5.82616717,Solved
L?AA@AWs@g@oaq,20,5,5.7748885389,0.7748885389,1.1549777078,5.82920529,Solved
L?AAD?oTBoXCRW,22,5,5.7748885388,0.7748885388,1.1549777078,5.87610031,Solved
L?AAD?Ws?[TOTP,21,5,5.7748885385,0.7748885385,1.1549777077,5.82579238,Solved
L?AAD?Ws@SBoVO,21,5,5.7748885383,0.7748885383,1.1549777077,5.81843559,Solved
L?AA@BOR@oUOJg,21,5,5.7748885383,0.7748885383,1.1549777077,5.88534135,Solved
L?AAD?WLBGRODo,20,5,5.7748885383,0.7748885383,1.1549777077,5.81863044,Solved
L?AA@aHwBGAoca,20,5,5.7748885382,0.7748885382,1.1549777076,5.85709395,Solved
L?AAD?oeAgHgaI,20,5,5.7748885381,0.7748885381,1.1549777076,5.87225883,Solved
L?AAD?wX?wQOBo,20,5,5.7748885380,0.7748885380,1.1549777076,5.80435441,Solved
L?AAD?oX?k@wRW,21,5,5.7748885379,0.7748885379,1.1549777076,5.84365080,Solved
L?AA@BORCcF?Jg,20,5,5.7748885375,0.7748885375,1.1549777075,5.88174218,Solved
L?AAD?sXCcRODo,21,5,5.7748885375,0.7748885375,1.1549777075,5.87364206,Solved
L?AAD?WsAYKc^?,22,5,5.7748885372,0.7748885372,1.1549777074,5.84758247,Solved
L?AA@bGR@oUOHg,21,5,5.7748885371,0.7748885371,1.1549777074,5.80291438,Solved
L?AA@AWs@g@oaa,19,5,5.7748885370,0.7748885370,1.1549777074,5.86801996,Solved
L?AAD?W[?[TOTP,21,5,5.7748885370,0.7748885370,1.1549777074,5.80174289,Solved
L?AA@?WsAWUOBc,19,5,5.7748885370,0.7748885370,1.1549777074,5.86323305,Solved
L?AA@BORCcF?Bg,19,5,5.7748885370,0.7748885370,1.1549777074,5.87728947,Solved
L?AA@AWs?kDOT@,19,5,5.7748885368,0.7748885368,1.1549777074,5.85724018,Solved
L?AAD@OM?wPSBW,20,5,5.7748885368,0.7748885368,1.1549777074,5.82951394,Solved
L?AAD?WkAQL_HI,20,5,5.7748885368,0.7748885368,1.1549777074,5.87637015,Solved
L?AAD?WHM_Hg^?,21,5,5.7748885367,0.7748885367,1.1549777073,5.86609704,Solved
L?AA@BOi?kFOTC,20,5,5.7748885367,0.7748885367,1.1549777073,5.87191844,Solved
L?AAD?W[?[UORP,21,5,5.7748885367,0.7748885367,1.1549777073,5.81019809,Solved
L?AA@aHw@W@oXG,20,5,5.7748885366,0.7748885366,1.1549777073,5.86050783,Solved
L?AAD?w[CSBWDQ,21,5,5.7748885366,0.7748885366,1.1549777073,5.80578030,Solved
L?AA@aHw@oIcRO,21,5,5.7748885364,0.7748885364,1.1549777073,5.85656763,Solved
L?AAD?sXCcBWDo,21,5,5.7748885363,0.7748885363,1.1549777073,5.86427203,Solved
L?AAD?oT?kDQA{,21,5,5.7748885361,0.7748885361,1.1549777072,5.84350762,Solved
L?AAD@OXCTDcBw,22,5,5.7748885360,0.7748885360,1.1549777072,5.86700839,Solved
L?AA@AOUAWTOJg,20,5,5.7748885360,0.7748885360,1.1549777072,5.87257793,Solved
L?AAD?W[AwROFo,22,5,5.7748885357,0.7748885357,1.1549777071,5.80222664,Solved
L?AAD?WkAQKc^?,21,5,5.7748885356,0.7748885356,1.1549777071,5.86493944,Solved
L?AAD?sXCcBIDo,21,5,5.7748885356,0.7748885356,1.1549777071,5.85951706,Solved
L?AA@?WsBWUOBc,20,5,5.7748885356,0.7748885356,1.1549777071,5.85258383,Solved
L?AAD?sXCcBWF_,21,5,5.7748885356,0.7748885356,1.1549777071,5.81359753,Solved
L?AA@AOyAwIgZG,22,5,5.7748885356,0.7748885356,1.1549777071,5.85282658,Solved
L?AAD?W[@SIgAs,20,5,5.7748885356,0.7748885356,1.1549777071,5.82337416,Solved
L?AA@AOUDSL_Jg,21,5,5.7748885354,0.7748885354,1.1549777071,5.86662277,Solved
L?AA@AOq?wEoZG,20,5,5.7748885352,0.7748885352,1.1549777070,5.85189490,Solved
L?AA@?WsAWUOJc,20,5,5.7748885352,0.7748885352,1.1549777070,5.87327811,Solved
L?AAD?sXCcFODo,21,5,5.7748885352,0.7748885352,1.1549777070,5.86262512,Solved
L?AAD?WLBGROFo,21,5,5.7748885351,0.7748885351,1.1549777070,5.80663686,Solved
L?AAD?Ws@gCoVO,20,5,5.7748885350,0.7748885350,1.1549777070,5.82895997,Solved
L?AA@aHwAgF?BS,20,5,5.7748885349,0.7748885349,1.1549777070,5.86425643,Solved
L?AADBOQPoD_Hk,21,5,5.7748885348,0.7748885348,1.1549777070,5.81429278,Solved
L?AA@AOq@wEoZG,21,5,5.7748885348,0.7748885348,1.1549777070,5.86355102,Solved
L?AAD?W[@SIgBs,21,5,5.7748885347,0.7748885347,1.1549777069,5.80321027,Solved
L?AAD?Ws?[UORP,21,5,5.7748885347,0.7748885347,1.1549777069,5.82953835,Solved
L?AADAoYAWBGCU,20,5,5.7748885347,0.7748885347,1.1549777069,5.87353263,Solved
L?AAD?Ws@KF_TO,20,5,5.7748885346,0.7748885346,1.1549777069,5.80991596,Solved
L?AA@AOFAgTOJg,20,5,5.7748885344,0.7748885344,1.1549777069,5.86826575,Solved
L?AAD?sXCcJGDo,21,5,5.7748885344,0.7748885344,1.1549777069,5.84115556,Solved
L?AAD?sXCcAwEs,22,5,5.7748885344,0.7748885344,1.1549777069,5.86420350,Solved
L?AAD?sXCcN?Do,21,5,5.7748885343,0.7748885343,1.1549777069,5.86513066,Solved
L?AAD@OM?wPSBw,21,5,5.7748885342,0.7748885342,1.1549777068,5.81613619,Solved
L?AA@_gsAgTOJc,21,5,5.7748885342,0.7748885342,1.1549777068,5.80735827,Solved
L?AAD?sXCcAwi_,21,5,5.7748885342,0.7748885342,1.1549777068,5.85902055,Solved
L?AA@AOFAgPOJg,19,5,5.7748885342,0.7748885342,1.1549777068,5.86498161,Solved
L?AA@?Ws?[M_ap,20,5,5.7748885340,0.7748885340,1.1549777068,5.83503280,Solved
L?AAD?sXCcAwm_,22,5,5.7748885339,0.7748885339,1.1549777068,5.86960262,Solved
L?AA@agLAWUOqC,21,5,5.7748885339,0.7748885339,1.1549777068,5.80374444,Solved
L?AA@_gaRGZ?CM,20,5,5.7748885339,0.7748885339,1.1549777068,5.84402495,Solved
L?AA@AWs?kDOTP,20,5,5.7748885338,0.7748885338,1.1549777068,5.82001897,Solved
L?AAD?Ws?{FOVO,22,5,5.7748885337,0.7748885337,1.1549777067,5.80817343,Solved
L?AA@AOy@[FOZG,22,5,5.7748885336,0.7748885336,1.1549777067,5.86099298,Solved
L?AA@BOT@oTOJg,21,5,5.7748885336,0.7748885336,1.1549777067,5.88120991,Solved
L?AADBOQPoD_HK,20,5,5.7748885334,0.7748885334,1.1549777067,5.87030781,Solved
L?AAD?sXCcAwac,21,5,5.7748885332,0.7748885332,1.1549777066,5.87702377,Solved
L?AAD?sXCcAwec,22,5,5.7748885331,0.7748885331,1.1549777066,5.87588537,Solved
L?AAD?Ws@SI`As,20,5,5.7748031725,0.7748031725,1.1549606345,5.83033702,Solved
L?AAD?WkBG@WL_,19,5,5.7747634886,0.7747634886,1.1549526977,5.80799216,Solved
L?AADAoYAWBOAw,20,5,5.7746737265,0.7746737265,1.1549347453,5.81472724,Solved
L?AA@bGw?YAoN?,20,5,5.7743975851,0.7743975851,1.1548795170,5.80403734,Solved
L?AAD?Ws@gDOTO,19,5,5.7743168140,0.7743168140,1.1548633628,5.80008100,Solved
L?AA@AOU?kD_Eo,18,5,5.7742063787,0.7742063787,1.1548412757,5.80883337,Solved
L?AA@AWs@W@WK_,18,5,5.7738974058,0.7738974058,1.1547794812,5.80713704,Solved
L?AAD@OI@g@oCs,18,5,5.7736797730,0.7736797730,1.1547359546,5.82038111,Solved
L?AAD@OJDoHgHg,21,5,5.7735998364,0.7735998364,1.1547199673,5.80087152,Solved
L?AAD@OI@g@oDc,18,5,5.7735615511,0.7735615511,1.1547123102,5.80659965,Solved
L?AAD@OI@g@oDs,19,5,5.7735272453,0.7735272453,1.1547054491,5.83136761,Solved
L?AAD?WkBG@WN_,20,5,5.7734343283,0.7734343283,1.1546868657,5.82183701,Solved
L?AEB?WU@HM_Aq,21,5,5.7733571691,0.7733571691,1.1546714338,5.84616473,Solved
L?AA@?WsBWQWBc,20,5,5.7733375563,0.7733375563,1.1546675113,5.81294996,Solved
L?AA@AOU@S@gN?,18,5,5.7730481585,0.7730481585,1.1546096317,5.82381665,Solved
L?AADAoYAWBOBg,20,5,5.7729552084,0.7729552084,1.1545910417,5.82247705,Solved
L?AADbGR@oEOHg,21,5,5.7727578826,0.7727578826,1.1545515765,5.81503800,Solved
L?AADAoYAWBOBw,21,5,5.7727412571,0.7727412571,1.1545482514,5.81965897,Solved
L?AA@ag[?wPOBs,21,5,5.7727412512,0.7727412512,1.1545482502,5.80379423,Solved
L?AAD?W[AYUOAs,21,5,5.7723349600,0.7723349600,1.1544669920,5.81056968,Solved
L?AAD@Oi@g@WJ_,19,5,5.7717725042,0.7717725042,1.1543545008,5.81145589,Solved
L?AA@_gaRGROCM,20,5,5.7716358338,0.7716358338,1.1543271668,5.80247697,Solved
L?AAD?oU?k@wQI,20,5,5.7716202048,0.7716202048,1.1543240410,5.81017273,Solved
L?AAD?W[DSIgAs,21,5,5.7716137294,0.7716137294,1.1543227459,5.80680424,Solved
L?AAD?sYCcAiRA,21,5,5.7715730922,0.7715730922,1.1543146184,5.81512987,Solved
L?AA@AWs@W@WM_,19,5,5.7715727613,0.7715727613,1.1543145523,5.83601469,Solved
L?AAD?oeAgHgAi,20,5,5.7715553880,0.7715553880,1.1543110776,5.81733036,Solved
L?AA@agX?[BOwA,20,5,5.7711664541,0.7711664541,1.1542332908,5.80635832,Solved
L?AA@BOTDOAWe_,19,5,5.7710161898,0.7710161898,1.1542032380,5.81585812,Solved
L?AA@bGw?YBOCi,20,5,5.7709857522,0.7709857522,1.1541971504,5.81283153,Solved
L?AA@AWs@c@WJ_,19,5,5.7708459031,0.7708459031,1.1541691806,5.82509338,Solved
L?AAD?Ws@S@wTA,20,5,5.7704557604,0.7704557604,1.1540911521,5.80335811,Solved
L?AADAoX?w@WeC,20,5,5.7703557899,0.7703557899,1.1540711580,5.81230553,Solved
L?AAD@oI_wIgAw,21,5,5.7703268061,0.7703268061,1.1540653612,5.81347141,Solved
L?AA@bGX@oROHg,21,5,5.7703015847,0.7703015847,1.1540603169,5.80169794,Solved
L?AAD?oq?UI`RO,20,5,5.7700900711,0.7700900711,1.1540180142,5.80913546,Solved
L?AADAoX?w@Wec,21,5,5.7699984674,0.7699984674,1.1539996935,5.81083565,Solved
L?AAD@oI_wIgBw,22,5,5.7697397246,0.7697397246,1.1539479449,5.80202206,Solved
L?AAD?Ws@SIgAs,20,5,5.7696316439,0.7696316439,1.1539263288,5.81678854,Solved
L?AAD?Ws?UKcTO,20,5,5.7696106599,0.7696106599,1.1539221320,5.81162910,Solved
L?AAD@OICcB_Bo,18,5,5.7695925427,0.7695925427,1.1539185085,5.80152965,Solved
L?AAD@OI?wDoCs,19,5,5.7694513213,0.7694513213,1.1538902643,5.82934879,Solved
L?AAD?oT?kZ?ic,21,5,5.7694209130,0.7694209130,1.1538841826,5.80999289,Solved
L?AEB?WU@HF_Cq,21,5,5.7693917600,0.7693917600,1.1538783520,5.80843905,Solved
L?AAD?Ws@SIgBs,21,5,5.7693909481,0.7693909481,1.1538781896,5.80724126,Solved
L?AAD?Ws@S@wTQ,21,5,5.7693909474,0.7693909474,1.1538781895,5.80868513,Solved
L?AA@AWs@g@gF_,19,5,5.7693646848,0.7693646848,1.1538729370,5.81262949,Solved
L?AA@AWT@SYGN_,21,5,5.7693497331,0.7693497331,1.1538699466,5.80227442,Solved
L?AAD?wXCcBWN?,21,5,5.7691980474,0.7691980474,1.1538396095,5.80089898,Solved
L?AAD?Ws@SI`Bs,21,5,5.7690506942,0.7690506942,1.1538101388,5.80147301,Solved
L?AAD?oEAg@waI,19,5,5.7689682728,0.7689682728,1.1537936546,5.80216243,Solved
L?AAD@OI?wDoDs,20,5,5.7689278314,0.7689278314,1.1537855663,5.83051987,Solved
L?AA@aHiB_@oN?,20,5,5.7688841906,0.7688841906,1.1537768381,5.81162126,Solved
L?AADb_K_sH_Bg,21,5,5.7688138520,0.7688138520,1.1537627704,5.82855605,Solved
L?AAD?oEAg@wag,19,5,5.7687958591,0.7687958591,1.1537591718,5.80832657,Solved
L?AADAoXAWBGCs,20,5,5.7686985937,0.7686985937,1.1537397187,5.82742215,Solved
L?AAD?oEAg@wai,20,5,5.7686581813,0.7686581813,1.1537316363,5.81701980,Solved
L?AA@AOq@WBODo,18,5,5.7686483099,0.7686483099,1.1537296620,5.81748010,Solved
L?AAD?w[CS@wN?,21,5,5.7685816727,0.7685816727,1.1537163345,5.81549810,Solved
L?AAD@oIaoB_Aw,20,5,5.7682654817,0.7682654817,1.1536530963,5.81805394,Solved
L?AA@AWs@W@WD_,18,5,5.7682434769,0.7682434769,1.1536486954,5.80477989,Solved
L?AA@_gaRGQODc,19,5,5.7682197648,0.7682197648,1.1536439530,5.81141797,Solved
L?AAD?sXCSBWN?,21,5,5.7680344874,0.7680344874,1.1536068975,5.80331303,Solved
L?AAD?sXCcBWN?,21,5,5.7680344858,0.7680344858,1.1536068972,5.81336003,Solved
L?AAD?oq?UAqi_,20,5,5.7679799464,0.7679799464,1.1535959893,5.81991560,Solved
L?AA@BOi?kFOTS,21,5,5.7678763150,0.7678763150,1.1535752630,5.81201595,Solved
L?AAD?Ws@S@YTQ,21,5,5.7678572389,0.7678572389,1.1535714478,5.82083395,Solved
L?AAD?oq?kHgM_,20,5,5.7675193694,0.7675193694,1.1535038739,5.80579646,Solved
L?AAD?sX?sTOAs,21,5,5.7672434151,0.7672434151,1.1534486830,5.80784174,Solved
L?AAD@oI_wJ_Aw,21,5,5.7671923408,0.7671923408,1.1534384682,5.80537157,Solved
L?AEB?WU@HM_Eq,22,5,5.7671386240,0.7671386240,1.1534277248,5.80896073,Solved
L?AAD?oFAgPODo,19,5,5.7669451944,0.7669451944,1.1533890389,5.81996900,Solved
L?AAD?oFAgPOEo,19,5,5.7668428966,0.7668428966,1.1533685793,5.83816618,Solved
L?AAD?oqAgFODc,20,5,5.7667675219,0.7667675219,1.1533535044,5.80944987,Solved
L?AAD?oT?kN?ic,21,5,5.7666990111,0.7666990111,1.1533398022,5.82080081,Solved
L?AAD?oFAgPOFo,20,5,5.7665795836,0.7665795836,1.1533159167,5.83467240,Solved
L?AA@agwAWBOBc,20,5,5.7665049783,0.7665049783,1.1533009957,5.80741385,Solved
L?AADAoU?[FORG,21,5,5.7664257866,0.7664257866,1.1532851573,5.81324355,Solved
L?AAD?sXCc@YFo,22,5,5.7662816401,0.7662816401,1.1532563280,5.80232431,Solved
L?AAD?oU?[FORW,21,5,5.7661468551,0.7661468551,1.1532293710,5.81707598,Solved
L?AA@agqAgFODc,21,5,5.7659713817,0.7659713817,1.1531942763,5.82429326,Solved
L?AAD?sX?sPQFo,22,5,5.7659713785,0.7659713785,1.1531942757,5.80782218,Solved
L?AAD?Ws@S@yTQ,22,5,5.7659071143,0.7659071143,1.1531814229,5.80052005,Solved
L?AADAoX?sEoAs,21,5,5.7657788722,0.7657788722,1.1531557744,5.82063402,Solved
L?AAF@cM?sV?Do,22,5,5.7655533308,0.7655533308,1.1531106662,5.80782269,Solved
L?AADAoU?[FORW,22,5,5.7655533302,0.7655533302,1.1531106660,5.81195529,Solved
L?AA@AWs@g@oco,19,5,5.7654575613,0.7654575613,1.1530915123,5.80425032,Solved
L?AAD?oq?wBoRO,20,5,5.7654435766,0.7654435766,1.1530887153,5.80827441,Solved
L?AA@?Ws@gPWBs,20,5,5.7654002755,0.7654002755,1.1530800551,5.80121008,Solved
L?AAD?WHM_@WV?,19,5,5.7653817256,0.7653817256,1.1530763451,5.80571151,Solved
L?AAD?Ws@cHgAs,20,5,5.7652129896,0.7652129896,1.1530425979,5.80935111,Solved
L?AAD?oeAgHgag,20,5,5.7652028461,0.7652028461,1.1530405692,5.80341523,Solved
L?AAD?Ws@c@wRQ,21,5,5.7651898568,0.7651898568,1.1530379714,5.80925341,Solved
L?AAD?Ws@cHgBs,21,5,5.7651898545,0.7651898545,1.1530379709,5.80337798,Solved
L?AADbGR@cCsm?,22,5,5.7650329302,0.7650329302,1.1530065860,5.80119698,Solved
L?AAD@OI@cB_Dc,18,5,5.7647600223,0.7647600223,1.1529520045,5.80071389,Solved
L?AAD?oq?k@kM_,20,5,5.7647242476,0.7647242476,1.1529448495,5.81712883,Solved
L?AAD?WLB_@oaE,19,5,5.7646911460,0.7646911460,1.1529382292,5.80346568,Solved
L?AAD@OI@cH_Aw,18,5,5.7646270121,0.7646270121,1.1529254024,5.80711269,Solved
L?AAD?WLB_PODo,19,5,5.7646264463,0.7646264463,1.1529252893,5.82118029,Solved
L?AA@AOU@WBWF_,19,5,5.7646118570,0.7646118570,1.1529223714,5.82525774,Solved
L?AAD@OI?wUOBW,19,5,5.7646092370,0.7646092370,1.1529218474,5.82255713,Solved
L?AAD?WHM_J_As,20,5,5.7645864786,0.7645864786,1.1529172957,5.80680018,Solved
L?AA@BORCcE_qO,19,5,5.7645064216,0.7645064216,1.1529012843,5.81301931,Solved
L?AA@BOi?[AgV?,19,5,5.7644384886,0.7644384886,1.1528876977,5.81840488,Solved
L?AAD?Ws?eH_HE,19,5,5.7643654944,0.7643654944,1.1528730989,5.81778553,Solved
L?AAD?Ws@WDoRO,20,5,5.7643164112,0.7643164112,1.1528632822,5.80283689,Solved
L?AAD?Ws?[DoRO,20,5,5.7643086381,0.7643086381,1.1528617276,5.80462949,Solved
L?AAD?oEAgDoBw,20,5,5.7642573876,0.7642573876,1.1528514775,5.80690011,Solved
L?AA@AOU@g@oRO,18,5,5.7642360161,0.7642360161,1.1528472032,5.80333119,Solved
L?AA@aHi@gH_k_,20,5,5.7641334883,0.7641334883,1.1528266977,5.80678704,Solved
L?AA@AOU@WAwF_,19,5,5.7641088733,0.7641088733,1.1528217747,5.81546553,Solved
L?AAD@oX?w@We_,20,5,5.7640268161,0.7640268161,1.1528053632,5.80196516,Solved
L?AAD?Ws@c@oHg,19,5,5.7639164422,0.7639164422,1.1527832884,5.80504371,Solved
L?AAD?Ws@c@oHk,20,5,5.7638069656,0.7638069656,1.1527613931,5.81369528,Solved
L?AAD?sXCo@WF_,20,5,5.7637774444,0.7637774444,1.1527554889,5.80388913,Solved
L?AADBOF@SIgN?,21,5,5.7637374742,0.7637374742,1.1527474948,5.80638013,Solved
L?AADBOY@K@gUO,20,5,5.7635006093,0.7635006093,1.1527001219,5.80592339,Solved
L?AAD@W[?[UORO,21,5,5.7633871285,0.7633871285,1.1526774257,5.81188913,Solved
L?AAD?Ws@SM_Bc,20,5,5.7633767977,0.7633767977,1.1526753595,5.81004982,Solved
L?AA@AWs@W@WF_,19,5,5.7632312242,0.7632312242,1.1526462448,5.83504878,Solved
L?AADAoX?kROAs,21,5,5.7630791092,0.7630791092,1.1526158218,5.81609374,Solved
L?AAD?oEAg@sN_,20,5,5.7630734802,0.7630734802,1.1526146960,5.80668437,Solved
L?AA@agX?kQQ]?,21,5,5.7630234616,0.7630234616,1.1526046923,5.81968726,Solved
L?AAD?Ws@S@q^?,21,5,5.7627503350,0.7627503350,1.1525500670,5.80606819,Solved
L?AAD@OM?wTOEo,20,5,5.7626530525,0.7626530525,1.1525306105,5.82260150,Solved
L?AAD?oEAgFoBw,21,5,5.7625658603,0.7625658603,1.1525131721,5.80265959,Solved
L?AAD?w[CS@w\?,21,5,5.7624916167,0.7624916167,1.1524983233,5.80526619,Solved
L?AADAoMAg@oQO,19,5,5.7618610592,0.7618610592,1.1523722118,5.81690701,Solved
L?AAD?WX@cHgCs,20,5,5.7617827036,0.7617827036,1.1523565407,5.80153045,Solved
L?AAD?w[CSBW\?,21,5,5.7616512631,0.7616512631,1.1523302526,5.80293222,Solved
L?AAD@OM?wTODo,20,5,5.7616383835,0.7616383835,1.1523276767,5.84964917,Solved
L?AAD@OM?wTOFo,21,5,5.7615721419,0.7615721419,1.1523144284,5.83350363,Solved
L?AADAoX?s@YJ_,21,5,5.7614963059,0.7614963059,1.1522992612,5.80289693,Solved
L?AA@_gaQWCoca,19,5,5.7614316214,0.7614316214,1.1522863243,5.81099300,Solved
L?AA@AWs@SF_TQ,21,5,5.7613818357,0.7613818357,1.1522763671,5.80536431,Solved
L?AAD?Ws@gCoAT,19,5,5.7613653020,0.7613653020,1.1522730604,5.81278332,Solved
L?AA@AOU@g@oao,18,5,5.7612980880,0.7612980880,1.1522596176,5.80805627,Solved
L?AAD@OIAWUOCs,19,5,5.7609191829,0.7609191829,1.1521838366,5.81009337,Solved
L?AAD@Oi@g@oDc,19,5,5.7609155109,0.7609155109,1.1521831022,5.81213014,Solved
L?AAD?oq?UBODE,19,5,5.7609130912,0.7609130912,1.1521826182,5.81030920,Solved
L?AA@BOTDO@WeO,19,5,5.7608482459,0.7608482459,1.1521696492,5.80248888,Solved
L?AAD?WkBG@WTO,19,5,5.7608332787,0.7608332787,1.1521666557,5.81860564,Solved
L?AADAoX?s@YN_,22,5,5.7608071887,0.7608071887,1.1521614377,5.80709720,Solved
L?AAD@oIao@oTC,20,5,5.7608001361,0.7608001361,1.1521600272,5.80079231,Solved
L?AAD?oeAg@WF_,19,5,5.7607687971,0.7607687971,1.1521537594,5.81500827,Solved
L?AA@agwAgBOAq,20,5,5.7607327711,0.7607327711,1.1521465542,5.80955065,Solved
L?AAD@Oi@gBODo,19,5,5.7607162576,0.7607162576,1.1521432515,5.82488591,Solved
L?AAD?Ws@cD_BQ,19,5,5.7606873412,0.7606873412,1.1521374682,5.81167599,Solved
L?AAD?oq?UAoe_,19,5,5.7606175602,0.7606175602,1.1521235120,5.80548097,Solved
L?AAD?oX?sJ_As,20,5,5.7606146905,0.7606146905,1.1521229381,5.83362530,Solved
L?AA@_gaRGAom?,19,5,5.7605532064,0.7605532064,1.1521106413,5.80989930,Solved
L?AAD@oIaoB_Bg,20,5,5.7605446610,0.7605446610,1.1521089322,5.83387411,Solved
L?AAD@OM?wTCEo,20,5,5.7604362542,0.7604362542,1.1520872508,5.80721499,Solved
L?AAD?WHJ_@WV?,19,5,5.7603111996,0.7603111996,1.1520622399,5.81272588,Solved
L?AAD?oq?UAqe_,20,5,5.7602480297,0.7602480297,1.1520496059,5.82462526,Solved
L?AA@aHiB_AoM_,20,5,5.7602224240,0.7602224240,1.1520444848,5.81776316,Solved
L?AA@AOU@SL_DQ,19,5,5.7601809737,0.7601809737,1.1520361947,5.80628104,Solved
L?AAD?oq?wHgCs,20,5,5.7601722840,0.7601722840,1.1520344568,5.82142850,Solved
L?AA@AWT@cHGN?,19,5,5.7601380236,0.7601380236,1.1520276047,5.81599648,Solved
L?AA@_gaRGV?Dc,20,5,5.7601364052,0.7601364052,1.1520272810,5.81058513,Solved
L?AAD?Ws?[FOHK,20,5,5.7600668927,0.7600668927,1.1520133785,5.81788317,Solved
L?AA@BOT@SV?aS,20,5,5.7600173741,0.7600173741,1.1520034748,5.81346854,Solved
L?AAD?oeAgPSUO,20,5,5.7600037316,0.7600037316,1.1520007463,5.80917931,Solved
L?AAD?Wk?YK_L_,19,5,5.7599828500,0.7599828500,1.1519965700,5.81386485,Solved
L?AAD?oq@s@kDc,21,5,5.7599750463,0.7599750463,1.1519950093,5.80728482,Solved
L?AA@aHiAgN?Kg,21,5,5.7598056992,0.7598056992,1.1519611398,5.80605658,Solved
L?AAD?oeAg@oDo,19,5,5.7597994877,0.7597994877,1.1519598975,5.80042578,Solved
L?AAD?Wk?YK_N_,20,5,5.7596973760,0.7596973760,1.1519394752,5.82709241,Solved
L?AAD?oU?k@wQQ,20,5,5.7594400552,0.7594400552,1.1518880110,5.81556969,Solved
L?AAD?Ws@SF_DQ,20,5,5.7594214880,0.7594214880,1.1518842976,5.81420903,Solved
L?AAD@oI_wJ_Bg,21,5,5.7594074158,0.7594074158,1.1518814832,5.80574396,Solved
L?AAD@oIagFOBg,21,5,5.7594074152,0.7594074152,1.1518814830,5.80340741,Solved
L?AA@agYAgFOCk,21,5,5.7594074132,0.7594074132,1.1518814826,5.80396636,Solved
L?AA@BORDOBGCq,19,5,5.7593725195,0.7593725195,1.1518745039,5.81258726,Solved
L?AADBOY@K@gN?,20,5,5.7593529924,0.7593529924,1.1518705985,5.81058803,Solved
L?AAD?Ws?[FOHk,21,5,5.7593493692,0.7593493692,1.1518698738,5.81499471,Solved
L?AA@?Ws@gPOTP,19,5,5.7593002801,0.7593002801,1.1518600560,5.80174940,Solved
L?AAD?oeAg@oFO,19,5,5.7592979726,0.7592979726,1.1518595945,5.80998844,Solved
L?AAD?oU?k@k\?,20,5,5.7592950053,0.7592950053,1.1518590011,5.82393094,Solved
L?AA@AOU@WTOTO,19,5,5.7592895847,0.7592895847,1.1518579169,5.81880712,Solved
L?AA@_gaRGAoe_,19,5,5.7592254363,0.7592254363,1.1518450873,5.80111880,Solved
L?AA@AWs@S@wEo,20,5,5.7591010768,0.7591010768,1.1518202154,5.84398173,Solved
L?AA@BOL?UBoco,20,5,5.7590842386,0.7590842386,1.1518168477,5.80368527,Solved
L?AADAoMAg@oRO,20,5,5.7590548481,0.7590548481,1.1518109696,5.84488566,Solved
L?AADAoMAa@oEo,20,5,5.7589327825,0.7589327825,1.1517865565,5.81966801,Solved
L?AAD?oeAg@WUO,19,5,5.7587459032,0.7587459032,1.1517491806,5.80289109,Solved
L?AAD?oFAgPSm_,21,5,5.7586475369,0.7586475369,1.1517295074,5.80152750,Solved
L?AADAoMAa@oFo,21,5,5.7586400555,0.7586400555,1.1517280111,5.82311373,Solved
L?AAD@OI@cB_Ds,19,5,5.7586030919,0.7586030919,1.1517206184,5.80475949,Solved
L?AAD?oeAg@WVO,20,5,5.7585760736,0.7585760736,1.1517152147,5.80678331,Solved
L?AA@aHw@oBOXG,20,5,5.7585360469,0.7585360469,1.1517072094,5.81321000,Solved
L?AAD@OM@g@oai,20,5,5.7585151863,0.7585151863,1.1517030373,5.81757275,Solved
L?AAD?WLB_@oae,20,5,5.7585007526,0.7585007526,1.1517001505,5.80765184,Solved
L?AAD?Ws?[IgIc,20,5,5.7584824678,0.7584824678,1.1516964936,5.82923324,Solved
L?AA@BOL?UBoeo,21,5,5.7583160718,0.7583160718,1.1516632144,5.80413534,Solved
L?AA@BOi?[AgM_,19,5,5.7581548885,0.7581548885,1.1516309777,5.82494851,Solved
L?AAD?oFAgTODo,20,5,5.7581174431,0.7581174431,1.1516234886,5.82441201,Solved
L?AAD?oFAgTOFo,21,5,5.7581035842,0.7581035842,1.1516207168,5.82654735,Solved
L?AADAoYAWBOCs,20,5,5.7580311117,0.7580311117,1.1516062223,5.81033780,Solved
